id,title,company,location,experience,description,deadline,url,scraped_at
41,Senior Sociologist,Social Science,Addis Ababa,1 years - 5 years,የመጀመሪያ ዲግሪ ወይም ሁለተኛ ዲግሪ ወይም ፒኤችዲ በዴቨሎፕመንት ስተዲስ፣ ሳይኮሎጂ፣ ሶሻል ወርክ፣ ሶሾሎጂ፣ ሶሾሎጂ ኤንድ ሶሻል አንትሮፖሎጂ፣ ጀንደር፣ ኢንቫይሮመንት ኤንድ ጄንደር፣ በፖለቲካል ሳይንስ፣ በፖለቲካል ሳይንስ ኤንድ ኢንተርናሽናል ሪሊሽን፣ ፐብሊክ አድሚኒስትሬሽን ወይም በተመሳሳይ የትምሀርት መስክ የተመረቀ/ቀች አግባብነት ካለው የስራ ልምድ ጋር,3 days left 2026-05-072026-04-29T14:12:40.738157+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f210a74af7545ae391a351?save=true,2026-05-03 12:11:15
42,Nurse,Health Care,Addis Ababa,2 years,"Bachelor’s Degree or Diploma in Nursing from a recognized institution with relevant work experience.
Duties & Responsibilities:
- Provide nursing care and support to patients according to medical standards.
- Monitor patient health, vital signs, and progress.
- Administer medications and treatments as prescribed by physicians.
- Assist doctors during examinations and medical procedures.
- Maintain accurate patient records and documentation.
- Educate patients and families on health conditions and care plans.",4 days left 2026-05-082026-04-28T11:41:11.901716+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f082dda0fb855fa3690360?save=true,2026-05-03 12:11:16
43,Veterinarian,Health Care,Addis Ababa,2 years,የመጀመሪያ ዲግሪ በእንስሳት ህክምና ወይም በተመሳሳይ የትምህርት መስክ የተመረቀ/ቀች አግባብነት ካለው የስራ ልምድ ጋር,4 days left 2026-05-082026-04-29T07:57:24.699617+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1b965b86a70258e8ed1db?save=true,2026-05-03 12:11:16
44,Marketing Officer,Business,Addis Ababa,2 years,"Bachelor’s Degree in Marketing, Business Administration, Management, or any related field with relevant work experience
Duties & Responsibilities:
- Develop and implement marketing strategies and campaigns.
- Conduct market research to identify trends and opportunities.
- Promote company products and services through various channels.
- Manage social media platforms and digital marketing activities.
- Coordinate marketing events, promotions, and campaigns.
- Monitor and analyze campaign performance and prepare reports.",4 days left 2026-05-082026-04-28T12:01:32.527563+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f0926f10df64092ab389ac?save=true,2026-05-03 12:11:16
45,Project Manager,Engineering,Addis Ababa,8 years,"Bachelor’s Degree or Master’s Degree in Civil Engineering, Construction Management, or with related field of study with relevant work experience
Duties & Responsibilities
- Plan, execute, and close projects according to scope, schedule, and budget
- Lead and coordinate project teams, consultants, and contractors
- Prepare project plans, schedules, and progress reports
- Monitor project performance and implement corrective actions when required
- Manage risks, changes, and contractual issues
- Ensure compliance with quality, safety, and regulatory requirements
- Report regularly to senior management and clients",4 days left 2026-05-082026-04-24T09:21:38.255644+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb358d05260103bf8de32d?save=true,2026-05-03 12:11:16
46,Waitress,Hospitality,Addis Ababa,2 years,"10th/12th grade completion with relevant work experience
Duties and Responsibilities
- Greet and welcome customers in a friendly and professional manner
- Present menus and explain dishes, specials, and beverages
- Take accurate food and drink orders from customers
- Enter orders correctly and communicate them to kitchen staff
- Serve food and beverages promptly and correctly
- Check on customers regularly to ensure satisfaction
- Set up tables before service and clear tables after guests leave
- Maintain cleanliness and hygiene in the dining and service areas",4 days left 2026-05-082026-04-24T09:04:34.324333+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb31bf20955378066b3b8f?save=true,2026-05-03 12:11:16
47,Office Engineer,Engineering,Addis Ababa,2 years,"Bachelor’s Degree in Civil Engineering or with related field of study with relevant work experience
Duties & Responsibilities
- Prepare quantity take-offs and cost estimates
- Prepare payments for contractors 
- Review drawings and technical documents
- Assist in preparing reports, submittals, and documentation
- Track material usage and site progress
- Support project coordinator and record keeping
- Ensure documents are updated and properly filed",5 days left 2026-05-092026-04-24T10:51:15.217801+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb4a9b3811aa1ff20a9008?save=true,2026-05-03 12:11:16
48,Data Clerk,ICT,Addis Ababa,1 years - 3 years,"Diploma or Bachelor’s Degree in Business, Accounting, Statistics, IT, or with related field of study with relevant work experience
Duties and Responsibilities
- Enter, update, and maintain accurate data in databases and systems
- Verify data for accuracy, completeness, and consistency
- Organize and file physical and electronic records
- Retrieve data and prepare reports as required
- Perform regular data backups and ensure data security
- Review and correct errors in data entries
- Maintain confidentiality of sensitive information
- Support other administrative tasks as assigned",5 days left 2026-05-092026-04-24T07:23:44.189606+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/BsEBOVwbH8QCA?save=true,2026-05-03 12:11:16
49,Senior Finance Officer,Finance,Addis Ababa,6 years,"Bachelor's Degree or Master's Degree in Accounting, Finance or with related field of study with relevant work experience
Duties & Responsibilities
- Ensure the transactions are properly coded and posted in the system as outlined in the company financial manual.
- Prepare journal summaries
- Establish, maintain and reconcile the periodic financial transactions as required.
- Perform the monthly bank reconciliation once in every month end and as required.
- Administer and monitor the financial system to ensure that the finances are maintained in an accurate and timely manner.
- Maintain financial files and records which are under his/ her custody.",5 days left 2026-05-092026-04-24T11:12:37.482919+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb4f817ae553272e6c235a?save=true,2026-05-03 12:11:16
50,Project Coordinator,Engineering,Addis Ababa,5 years,"Bachelor’s Degree in Civil Engineering, Construction Management or with related field of study with relevant work experience.
Duties & Responsibilities
- Coordinate daily project activities and schedules
- Assist the Project Manager in planning and execution
- Track project progress and prepare regular reports
- Coordinate meetings, minutes, and follow-ups
- Support procurement, logistics, and site coordination activities
- Ensure timely communication between site, consultants, and management
- Maintain project documentation and records",5 days left 2026-05-092026-04-24T09:41:02.82418+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb3a2ffaff3f0a0957d052?save=true,2026-05-03 12:11:16
51,Senior Accountant,Finance,Addis Ababa,2 years - 5 years,"Diploma or Degree in Accounting, Finance or with related field of study with relevant work experience
Duties and Responsibilities
- Manage all accounting transactions 
- Publish financial statements in time 
- Handle monthly, quarterly and annual closings 
- Reconcile accounts payable and receivable 
- Ensure timely bank payments 
- Compute taxes and prepare tax returns
- Manage balance sheets and profit/loss statements
- Report on the company’s financial health and liquidity
- Audit financial transactions and documents",6 days left 2026-05-102026-04-30T12:44:51.747552+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f3499b3dd7667da802cc32?save=true,2026-05-03 12:11:16
52,Assistant Professor,Education,Addis Ababa,15 years,"PhD in Library and Information Science, Information Science, Information Systems, Computer Science, Leadership or with related field of study with relevant work experience",6 days left 2026-05-102026-04-29T11:49:25.233726+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1ef89dc40c81924999909?save=true,2026-05-03 12:11:16
53,Shop Sales Associate,Business,Addis Ababa,0 years,"10ኛ ክፍል እና ከዛ በላይ ያጠናቀቀ/ቀች አግባብነት ካለው የስራ ልምድ ጋር
ዋና ዋና ኃላፊነቶች
- ደንበኞችን በአክብሮት እና በፍቅር መቀበል 
- በሱቁ ውስጥ ስላሉት እቃዎች ለመማር ፈጣን መሆንና ሽያጭ ማከናወን 
- እቃዎችን በሚያምር እና በሚስብ መልኩ ማስተካከል
- ሱቁን ንፁህ እና የተደራጀ ማድረግ
- የሱቁን ህጎች እና መመሪያዎች መከተል",7 days left 2026-05-112026-04-14T07:28:50.43976+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69dddca7d5eff074952b1155?save=true,2026-05-03 12:11:16
54,Call Center Agent,Business,Addis Ababa,2 years - 3 years,"Bachelor's Degree in Business Administration or with related field of study. with relevant work experience.
Duties and Responsibilities፡ 
- Track, trace, and monitor shipments in real time
- Create and update customer records and shipment data in the system
- Provide product, service, and process information to customers
- Escalate complex issues to the supervisor or logistics team when necessary
- Maintain call logs and follow standard operating procedures (SOPs)",8 days left 2026-05-122026-04-27T06:52:13.10971+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ef03b9093a9430515f6354?save=true,2026-05-03 12:11:16
55,Assistant Event Manager,Business,Addis Ababa,2 years - 4 years,"Bachelor’s Degree in Event Management, Marketing, Business Administration, Hospitality Management, or with related field of study with relevant work experience
Duties & Responsibilities:
- Assist in planning, organizing, and executing events from start to finish.
- Support the Event Manager in coordinating logistics, vendors, and service providers.
- Supervise event staff and ensure smooth on-site event operations.
- Monitor event timelines, schedules, and budgets.
- Ensure high-quality guest experience and service delivery.
- Handle client communication and support event requirements.
- Troubleshoot and resolve operational issues during events.",8 days left 2026-05-122026-04-29T07:14:03.801018+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1a72143ca7c063b6813d5?save=true,2026-05-03 12:12:52
56,Heavy Truck Driver,Transportation & Logistics,Addis Ababa,7 years - 10 years,"የትምህርት ደረጃ: 10ኛ ክፍልን ያጠናቀቀ የታደሰ የደረቅ ሶስት ወይም አምስተኛ /5ተኛ/ደረጃ መንጃ ፈቃድ ያለውና ከባድ መኪና ተሸከርካሪ አሽከርካሪ አግባብ ከሆነ የስራ ልምድ ያለው
ተግባራት እና ኃላፊነቶች:
- ዕለታዊ የፍተሻ ስራዎችን ማከናወን (ዘይት፣ ብሬክ፣ ጎማ)፣ ጥቃቅን ጥገናዎችን ማድረግ እና የመኪናውን ጥራት ጠብቆ ማቆየት
- ትጉህ እና በጥንካሬ ለመስራት ዝግጁ የሆነ
- የሲጋራ እና የአልኮል ሱስ የሌለበት
- ከፖሊስ ጣቢያ የባህሪ ማረጋገጫ (Police Clearance) ማቅረብ የሚችል
- የሥራ ዋስትና (Employment Guarantor) ማቅረብ የሚችል",9 days left 2026-05-132026-04-27T09:25:11.42927+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/TspzUdsTJVVhbfY0?save=true,2026-05-03 12:16:43
57,Sales and Marketing Officer,Business,Addis Ababa,2 years,"Bachelor's Degree in Marketing Management or with related field of study with relevant work experience
Duties and Experience
- Promote company products and services to potential clients
- Develop and maintain strong customer relationships
- Identify new business opportunities and markets
- Prepare sales reports and support marketing campaigns
-,Work closely with the team to achieve sales target
- Maintain accurate records of sales activities, leads, and client interactions
- Track customer feedback and improve customer satisfaction",9 days left 2026-05-132026-04-27T14:13:05.100632+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ef6bb79554d36dbae1c832?save=true,2026-05-03 12:16:43
58,Procurement Officer,Business,Addis Ababa,5 years,"Bachelor’s Degree in Management, Business Administration, Supply Chain Management, or related fields with relevant work experience.
Duties & Responsibilities:
- Receive and review purchase requisitions to ensure accuracy, completeness, and proper approvals.
- Ensure clear specifications and delivery timelines before enter and manage procurement transactions using                 - Microsoft Dynamics 365 ERP system (PRs, POs, goods receipts).
- Maintain accurate supplier and item master data in the ERP system.
- Generate procurement reports and purchase summaries for planning and decision-making.
- Prepare and issue Requests for Quotations (RFQs) to suppliers and service providers. Enter and manage procurement transactions",9 days left 2026-05-132026-04-28T21:28:27.804446+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1248c01a98106e54e615c?save=true,2026-05-03 12:16:43
59,Digital Marketing Officer,Business,Addis Ababa,2 years,"Bachelor’s Degree in Marketing, Digital Marketing, Business Administration or with related field of study with relevant work experience
Duties and Responsibilities
- Develop and execute digital marketing strategies
- Manage social media platforms (Facebook, Instagram, LinkedIn, etc.)
- Create engaging content for online channels
- Run paid advertising campaigns (Google Ads, social media ads)
- Collaborate with internal teams to align marketing strategies
- Stay updated with the latest digital marketing trends
- Managing the company’s website and ensuring content is up-to-date and engaging.",9 days left 2026-05-132026-04-28T07:15:13.881205+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f05aff02ea6e28283b7af1?save=true,2026-05-03 12:16:43
